wavelength	s1	s2	s3	s4	s5	s6	s7	s8
1.59221	-37.4093	-44.6069	-44.5506	-45.8804	-38.0069	-43.4097	-43.6931	-38.9654
1.5922	-40.5673	-48.0835	-42.6544	-42.3911	-37.1154	-41.1475	-43.7162	-39.0295
1.59219	-44.2203	-47.2419	-40.8791	-40.3128	-36.7544	-39.7435	-44.4949	-39.2641
1.59218	-43.327	-43.5618	-39.6457	-39.1181	-36.8888	-38.9561	-46.0916	-39.6959
1.59217	-39.5113	-40.7721	-39.0017	-38.6011	-37.5336	-38.6666	-48.4527	-40.3403
1.59216	-36.6449	-38.9929	-38.9408	-38.6894	-38.7607	-38.8146	-50.2563	-41.2021
1.59216	-34.7858	-37.9939	-39.4823	-39.3959	-40.7343	-39.3715	-48.695	-42.2733
1.59215	-33.6782	-37.6343	-40.6943	-40.8259	-43.8204	-40.3259	-45.6362	-43.5314
1.59214	-33.1637	-37.8403	-42.6925	-43.2515	-48.9216	-41.6693	-43.1438	-44.9387
1.59213	-33.1504	-38.5613	-45.4631	-47.3888	-55.6114	-43.3682	-41.4267	-46.4523
1.59212	-33.5727	-39.6922	-47.5713	-55.3799	-49.8686	-45.3058	-40.3828	-48.0509
1.59211	-34.3492	-40.892	-46.0384	-53.5369	-45.2581	-47.1946	-39.9358	-49.7711
1.5921	-35.3179	-41.4037	-43.1333	-46.7873	-42.7828	-48.6329	-40.0649	-51.7117
1.59209	-36.1656	-40.6926	-40.91	-43.3528	-41.5312	-49.5378	-40.8104	-53.8974
1.59208	-36.511	-39.3057	-39.5215	-41.4543	-41.1697	-50.3936	-42.293	-55.6761
1.59207	-36.267	-37.9952	-38.8684	-40.5246	-41.6058	-51.9189	-44.7534	-55.2612
1.59206	-35.7659	-37.096	-38.9029	-40.3619	-42.9007	-55.1049	-48.4037	-52.9107
1.59205	-35.4063	-36.7099	-39.6615	-40.9255	-45.2873	-63.3799	-50.5805	-50.4857
1.59205	-35.4377	-36.8842	-41.2938	-42.2966	-49.1084	-62.6543	-46.9528	-48.623
1.59204	-35.9804	-37.6842	-44.1254	-44.7107	-51.9108	-52.9407	-43.1646	-47.3755
1.59203	-37.0229	-39.2257	-48.3255	-48.5418	-48.0273	-48.3213	-40.5413	-46.713
1.59202	-38.1741	-41.648	-48.8339	-51.8838	-44.0744	-45.448	-38.7821	-46.6295
1.59201	-38.2405	-44.5442	-44.1645	-48.4102	-41.4888	-43.561	-37.6598	-47.17
1.592	-36.5219	-44.7716	-40.6153	-44.4268	-39.8823	-42.3712	-37.0489	-48.4617
1.59199	-34.1762	-41.7012	-38.3229	-41.8456	-39.0109	-41.7487	-36.8843	-50.7924
1.59198	-32.1441	-38.8243	-36.9167	-40.281	-38.761	-41.6392	-37.1388	-54.79
1.59197	-30.6661	-36.8367	-36.2042	-39.477	-39.0983	-42.0381	-37.813	-60.0308
1.59196	-29.7693	-35.6171	-36.1076	-39.3153	-40.0448	-42.9886	-38.9309	-56.1601
1.59195	-29.4664	-35.0396	-36.6262	-39.7599	-41.6592	-44.5994	-40.5324	-51.237
1.59194	-29.816	-35.0279	-37.8312	-40.8287	-43.9228	-47.098	-42.6334	-48.2467
1.59194	-30.962	-35.5205	-39.8737	-42.5551	-46.0899	-50.9542	-45.0231	-46.4711
1.59193	-33.1807	-36.388	-42.8742	-44.7964	-45.8985	-56.5502	-46.671	-45.5725
1.59192	-36.537	-37.248	-45.5312	-46.4705	-43.5843	-56.5208	-46.2151	-45.4359
1.59191	-36.8466	-37.3494	-43.8111	-45.7235	-41.3381	-51.861	-44.5153	-46.0873
1.5919	-32.0923	-36.2852	-40.4283	-43.5817	-39.7672	-49.0578	-42.8886	-47.7068
1.59189	-27.987	-34.6395	-37.9055	-41.7177	-38.8729	-47.6539	-41.6926	-50.6994
1.59188	-24.9959	-33.0879	-36.2936	-40.5276	-38.6085	-47.2654	-40.9158	-54.7758
1.59187	-22.7805	-31.918	-35.4306	-40.0237	-38.9749	-47.7629	-40.4808	-52.4938
1.59186	-21.1181	-31.2108	-35.2347	-40.2053	-40.0467	-49.1547	-40.3096	-47.2753
1.59185	-19.8693	-30.9949	-35.7128	-41.1426	-42.0144	-51.4148	-40.3345	-43.559
1.59184	-18.9311	-31.3089	-36.9794	-43.0431	-45.2443	-53.5033	-40.5034	-40.9307
1.59183	-18.2061	-32.2318	-39.3563	-46.4129	-49.4821	-52.4183	-40.7852	-39.0178
1.59183	-17.5827	-33.9195	-43.8003	-52.0809	-48.2835	-49.4012	-41.1735	-37.6187
1.59182	-16.9295	-36.6495	-54.9786	-51.8341	-43.7106	-46.8756	-41.6821	-36.6169
1.59181	-16.119	-40.5472	-47.781	-45.9371	-40.4762	-45.168	-42.3275	-35.9394
1.5918	-15.0799	-41.9701	-40.7941	-42.3375	-38.364	-44.1782	-43.0922	-35.5364
1.59179	-13.8332	-38.1402	-37.2645	-40.1933	-37.0341	-43.8184	-43.862	-35.3706
1.59178	-12.4694	-34.8089	-35.1997	-39.0078	-36.3045	-44.0469	-44.3604	-35.4126
1.59177	-11.0921	-32.7232	-34.0522	-38.5831	-36.0802	-44.8484	-44.242	-35.637
1.59176	-9.78085	-31.6094	-33.6231	-38.8698	-36.3122	-46.1674	-43.4455	-36.0214
1.59175	-8.58415	-31.3124	-33.8605	-39.9314	-36.9702	-47.6765	-42.2969	-36.5468
1.59174	-7.52698	-31.7646	-34.8177	-41.9761	-38.01	-48.3563	-41.168	-37.1984
1.59173	-6.61983	-32.8046	-36.6887	-45.4261	-39.3042	-47.3271	-40.2782	-37.9669
1.59172	-5.86526	-33.5543	-39.9716	-49.7643	-40.5146	-45.4525	-39.7307	-38.8472
1.59172	-5.26196	-32.1974	-45.9425	-47.4894	-41.0812	-43.7435	-39.5815	-39.8303
1.59171	-4.80694	-29.1457	-48.3618	-42.8968	-40.7479	-42.5117	-39.8853	-40.8822
1.5917	-4.49667	-26.0857	-41.3112	-39.8651	-39.9422	-41.7819	-40.7269	-41.9035
1.59169	-4.32756	-23.5302	-37.2949	-37.9955	-39.2056	-41.5098	-42.2667	-42.6875
1.59168	-4.29615	-21.4782	-34.9986	-36.9728	-38.8243	-41.619	-44.8549	-42.9704
1.59167	-4.39895	-19.848	-33.7637	-36.6618	-38.9133	-41.9636	-49.4756	-42.6536
1.59166	-4.6322	-18.5614	-33.3512	-37.0415	-39.5253	-42.2618	-61.4141	-41.9369
1.59165	-4.99136	-17.5482	-33.7026	-38.1922	-40.6758	-42.1204	-54.0238	-41.1336
1.59164	-5.47031	-16.7384	-34.8769	-40.3272	-42.2416	-41.3336	-46.9354	-40.4754
1.59163	-6.06039	-16.0531	-37.0079	-43.7752	-43.5823	-40.1184	-43.4493	-40.0907
1.59162	-6.74916	-15.4006	-39.8336	-47.0879	-43.4333	-38.8469	-41.436	-40.0494
1.59161	-7.519	-14.6853	-40.2954	-44.1398	-41.7951	-37.7654	-40.3293	-40.3959
1.59161	-8.34623	-13.8332	-37.0085	-40.0282	-39.9329	-36.9832	-39.9177	-41.1541
1.5916	-9.20161	-12.8209	-33.8233	-37.2459	-38.4899	-36.5412	-40.1248	-42.2801
1.59159	-10.0534	-11.6831	-31.602	-35.4986	-37.5986	-36.4557	-40.9401	-43.4779
1.59158	-10.8737	-10.4884	-30.2224	-34.5407	-37.2688	-36.7377	-42.3623	-43.9162
1.59157	-11.6471	-9.30803	-29.5687	-34.2677	-37.5134	-37.3975	-44.2013	-42.8648
1.59156	-12.3768	-8.19741	-29.5998	-34.6788	-38.3853	-38.4339	-45.4469	-40.9255
1.59155	-13.0854	-7.19266	-30.3135	-35.8855	-39.9971	-39.7934	-44.5634	-38.9823
1.59154	-13.8088	-6.31447	-31.5812	-38.2086	-42.4992	-41.2605	-42.3619	-37.3808
1.59153	-14.5879	-5.57327	-32.4683	-42.6115	-45.5767	-42.3183	-40.2992	-36.182
1.59152	-15.4604	-4.9734	-31.0443	-54.3888	-46.1789	-42.425	-38.7871	-35.373
1.59151	-16.455	-4.51586	-27.9235	-46.9578	-43.2556	-41.7613	-37.8461	-34.9338
1.5915	-17.5866	-4.19993	-24.8649	-39.7367	-40.4622	-40.9863	-37.4479	-34.8539
1.5915	-18.8492	-4.02412	-22.3317	-36.1896	-38.6095	-40.5523	-37.5897	-35.1383
1.59149	-20.2036	-3.98655	-20.3006	-34.1702	-37.5992	-40.6795	-38.3182	-35.8109
1.59148	-21.5637	-4.0851	-18.6841	-33.1261	-37.3449	-41.5416	-39.7613	-36.9235
1.59147	-22.7954	-4.31714	-17.4034	-32.8784	-37.8613	-43.4395	-42.2194	-38.5731
1.59146	-23.7627	-4.6791	-16.3909	-33.4141	-39.304	-47.18	-46.4861	-40.9478
1.59145	-24.4191	-5.1657	-15.5818	-34.847	-42.1072	-56.804	-54.9533	-44.4571
1.59144	-24.8534	-5.76871	-14.9065	-37.3683	-47.363	-54.4826	-51.3325	-50.2296
1.59143	-25.2269	-6.47538	-14.2861	-40.2518	-50.2973	-45.4182	-44.7432	-59.8796
1.59142	-25.6857	-7.26655	-13.6369	-38.8391	-43.1777	-41.1772	-41.2994	-52.0727
1.59141	-26.3217	-8.11507	-12.8883	-34.7378	-38.7049	-38.5968	-39.3025	-47.3336
1.5914	-27.1705	-8.98578	-12.0058	-31.501	-35.9509	-36.9575	-38.2102	-45.0621
1.59139	-28.2092	-9.83923	-11.0031	-29.246	-34.2186	-35.9836	-37.8134	-44.0364
1.59139	-29.3388	-10.6402	-9.93072	-27.7486	-33.2256	-35.545	-38.0388	-43.7994
1.59138	-30.3701	-11.3698	-8.85104	-26.8691	-32.8577	-35.5697	-38.8915	-44.0443
1.59137	-31.0831	-12.0343	-7.81876	-26.5349	-33.0939	-35.9969	-40.4343	-44.3658
1.59136	-31.398	-12.6651	-6.87329	-26.7016	-33.9951	-36.7233	-42.721	-44.2088
1.59135	-31.4696	-13.3103	-6.03952	-27.2855	-35.7443	-37.5112	-45.3074	-43.2814
1.59134	-31.5602	-14.0226	-5.33157	-27.988	-38.806	-37.9265	-45.8786	-41.8975
1.59133	-31.891	-14.8505	-4.75659	-28.035	-44.6489	-37.59	-43.6286	-40.5269
1.59132	-32.616	-15.8347	-4.31756	-26.6922	-53.5378	-36.6362	-41.1824	-39.4309
1.59131	-33.8503	-17.0055	-4.01509	-24.4264	-42.8498	-35.5326	-39.4485	-38.702
1.5913	-35.6706	-18.3784	-3.84853	-22.0788	-37.9143	-34.6287	-38.431	-38.363
1.59129	-37.9255	-19.9424	-3.81654	-20.0093	-35.2692	-34.0896	-38.0449	-38.4143
1.59128	-39.4559	-21.6329	-3.91726	-18.281	-33.8562	-33.9948	-38.2303	-38.8452
1.59128	-38.5073	-23.2893	-4.14821	-16.8673	-33.3477	-34.4112	-38.9315	-39.6195
1.59127	-36.2649	-24.6476	-4.50595	-15.7208	-33.6669	-35.4402	-40.0025	-40.6271
1.59126	-34.296	-25.486	-4.98538	-14.7896	-34.889	-37.2667	-40.9814	-41.5935
1.59125	-32.9341	-25.8531	-5.57878	-14.0178	-37.1887	-40.2262	-41.0091	-42.0702
1.59124	-32.1594	-26.0306	-6.27447	-13.3439	-40.0924	-44.4178	-39.808	-41.7904
1.59123	-31.9262	-26.296	-7.05533	-12.7019	-39.3153	-44.8437	-38.1486	-41.0238
1.59122	-32.2212	-26.8176	-7.89756	-12.0292	-35.2227	-40.3654	-36.6912	-40.2403
1.59121	-33.0779	-27.6721	-8.77082	-11.2803	-31.8176	-36.9255	-35.6708	-39.7461
1.5912	-34.6004	-28.8636	-9.64114	-10.4407	-29.4034	-34.6957	-35.1465	-39.6919
1.59119	-37.0292	-30.2841	-10.4777	-9.52865	-27.7521	-33.3319	-35.1458	-40.1729
1.59118	-40.962	-31.6022	-11.2623	-8.58441	-26.7043	-32.6538	-35.719	-41.2913
1.59117	-48.2018	-32.2644	-11.9975	-7.65454	-26.1632	-32.5945	-36.9694	-43.171
1.59117	-50.1567	-32.025	-12.708	-6.78002	-26.0506	-33.1719	-39.0749	-45.7433
1.59116	-42.7088	-31.3111	-13.4348	-5.99155	-26.2456	-34.5044	-42.1346	-47.3584
1.59115	-39.0423	-30.6566	-14.2254	-5.30979	-26.4768	-36.9027	-44.3397	-45.3712
1.59114	-37.0804	-30.3442	-15.1257	-4.74753	-26.2445	-41.2456	-41.8133	-42.2806
1.59113	-36.1305	-30.4937	-16.175	-4.31216	-25.1293	-50.9615	-38.244	-39.8531
1.59112	-35.9317	-31.1834	-17.4014	-4.00761	-23.3143	-45.7108	-35.6088	-38.1818
1.59111	-36.3755	-32.5224	-18.8151	-3.83565	-21.3039	-38.8344	-33.824	-37.1447
1.5911	-37.3989	-34.7251	-20.3925	-3.79672	-19.4228	-35.3258	-32.7036	-36.65
1.59109	-38.8466	-38.2696	-22.0442	-3.8903	-17.7845	-33.282	-32.1365	-36.6417
1.59108	-40.1384	-44.1681	-23.5783	-4.11496	-16.4031	-32.1467	-32.0695	-37.076
1.59107	-40.1382	-46.3464	-24.732	-4.46803	-15.2554	-31.6985	-32.4881	-37.8717
1.59107	-38.6808	-40.2827	-25.3618	-4.94496	-14.3048	-31.8284	-33.4014	-38.8007
1.59106	-36.8622	-36.6428	-25.6071	-5.53821	-13.5072	-32.4364	-34.8099	-39.3453
1.59105	-35.3493	-34.5954	-25.7596	-6.23577	-12.812	-33.2877	-36.5835	-38.9416
1.59104	-34.2972	-33.5386	-26.0607	-7.01929	-12.1644	-33.7913	-38.0981	-37.709
1.59103	-33.7051	-33.2224	-26.6521	-7.86253	-11.5107	-33.2037	-38.1688	-36.2614
1.59102	-33.5479	-33.5433	-27.6082	-8.73125	-10.8085	-31.6338	-36.8026	-35.0155
1.59101	-33.8069	-34.4603	-28.9574	-9.58659	-10.0377	-29.8421	-35.2	-34.1263
1.591	-34.4711	-35.9112	-30.6481	-10.3933	-9.20511	-28.2966	-34.0041	-33.6361
1.59099	-35.5213	-37.58	-32.4091	-11.1318	-8.33869	-27.1339	-33.3718	-33.5579
1.59098	-36.8844	-38.4467	-33.5725	-11.8074	-7.47659	-26.3563	-33.344	-33.9063
1.59097	-38.3189	-37.5525	-33.5597	-12.4511	-6.65628	-25.9132	-33.9829	-34.706
1.59096	-39.2907	-35.7408	-32.7848	-13.1118	-5.90852	-25.7029	-35.4393	-35.984
1.59096	-39.2912	-34.068	-32.0063	-13.8445	-5.25581	-25.5397	-38.0595	-37.7129
1.59095	-38.5318	-32.8637	-31.6148	-14.7024	-4.71341	-25.1444	-42.5533	-39.5871
1.59094	-37.6315	-32.1635	-31.754	-15.7327	-4.2911	-24.2686	-46.2785	-40.6111
1.59093	-36.982	-31.9506	-32.5144	-16.976	-3.9949	-22.908	-40.804	-39.9245
1.59092	-36.7344	-32.2194	-34.0428	-18.4635	-3.82843	-21.2907	-36.3654	-38.3973
1.59091	-36.9458	-32.9932	-36.6729	-20.2055	-3.79375	-19.6579	-33.5965	-37.0598
1.5909	-37.6602	-34.3348	-41.3612	-22.1555	-3.8919	-18.1501	-31.8606	-36.2598
1.59089	-38.9422	-36.3569	-52.4596	-24.1252	-4.12302	-16.821	-30.8571	-36.0822
1.59088	-40.8899	-39.181	-45.6402	-25.696	-4.48619	-15.6756	-30.441	-36.5952
1.59087	-43.5688	-42.3791	-38.9977	-26.4339	-4.97884	-14.6943	-30.5303	-37.9543
1.59086	-46.4197	-43.056	-35.7153	-26.431	-5.59573	-13.8437	-31.0457	-40.5388
1.59085	-46.8627	-40.5642	-33.8723	-26.1986	-6.32736	-13.0815	-31.8212	-45.3055
1.59085	-44.6224	-38.1349	-32.9247	-26.1381	-7.15766	-12.3613	-32.462	-50.3001
1.59084	-42.3963	-36.5208	-32.6666	-26.4417	-8.06153	-11.6385	-32.3737	-43.4558
1.59083	-40.896	-35.6322	-33.0291	-27.2027	-9.0031	-10.8797	-31.3681	-38.5641
1.59082	-40.0699	-35.3521	-34.0286	-28.4988	-9.93731	-10.0705	-29.9313	-35.5802
1.59081	-39.803	-35.61	-35.7653	-30.4382	-10.8177	-9.21824	-28.5684	-33.6815
1.5908	-39.9899	-36.3641	-38.4365	-33.1753	-11.6113	-8.34735	-27.5027	-32.5325
1.59079	-40.5009	-37.5607	-42.1122	-36.7311	-12.3136	-7.49012	-26.7796	-31.9871
1.59078	-41.1194	-39.0344	-44.2751	-39.457	-12.9545	-6.67856	-26.3552	-31.9906
1.59077	-41.5111	-40.3131	-41.4752	-38.1488	-13.5897	-5.93958	-26.1069	-32.5483
1.59076	-41.3822	-40.6618	-38.325	-35.7023	-14.2853	-5.29348	-25.8105	-33.7199
1.59075	-40.7657	-39.964	-36.2199	-34.09	-15.1062	-4.75458	-25.1755	-35.6165
1.59074	-39.9748	-38.9162	-34.971	-33.3821	-16.1117	-4.33254	-24.0321	-38.2948
1.59074	-39.3057	-38.0864	-34.3881	-33.4867	-17.3561	-4.03376	-22.4889	-40.829
1.59073	-38.9264	-37.6981	-34.3607	-34.4101	-18.8919	-3.86253	-20.8034	-40.0804
1.59072	-38.9179	-37.8294	-34.822	-36.3188	-20.7667	-3.82185	-19.1805	-37.1637
1.59071	-39.3243	-38.5357	-35.7048	-39.7175	-22.998	-3.91392	-17.7222	-34.6849
1.5907	-40.1751	-39.899	-36.8641	-46.1134	-25.4676	-4.14044	-16.4607	-32.9831
1.59069	-41.4712	-42.0277	-37.9414	-48.9525	-27.6402	-4.50253	-15.3918	-31.9286
1.59068	-43.0861	-44.8261	-38.3511	-41.2948	-28.5475	-5.00047	-14.4926	-31.3828
1.59067	-44.4938	-46.628	-37.8285	-37.2343	-28.1207	-5.6329	-13.7277	-31.2127
1.59066	-44.7204	-44.9357	-36.8107	-34.9193	-27.3431	-6.39553	-13.0528	-31.2454
1.59065	-43.6334	-42.1972	-35.8344	-33.6172	-26.8502	-7.27894	-12.4167	-31.2276
1.59064	-42.1948	-40.1205	-35.1679	-33.045	-26.8331	-8.26543	-11.7684	-30.8767
1.59063	-41.0569	-38.8138	-34.9061	-33.0886	-27.3412	-9.32502	-11.0673	-30.0725
1.59063	-40.4222	-38.1759	-35.087	-33.7247	-28.4135	-10.4124	-10.2945	-28.962
1.59062	-40.3507	-38.1442	-35.7486	-35.0076	-30.1207	-11.4685	-9.45746	-27.7969
1.59061	-40.906	-38.7141	-36.9595	-37.1038	-32.5689	-12.4325	-8.58472	-26.759
1.5906	-42.2316	-39.9431	-38.8545	-40.4323	-35.7319	-13.2649	-7.71482	-25.9285
1.59059	-44.678	-41.9577	-41.7119	-46.31	-38.3266	-13.9693	-6.88553	-25.312
1.59058	-49.2824	-44.869	-46.165	-60.9078	-37.5808	-14.5952	-6.1279	-24.8599
1.59057	-60.6445	-47.7536	-53.0267	-47.7922	-35.3266	-15.2192	-5.4647	-24.4688
1.59056	-51.6541	-46.8966	-51.3787	-42.6167	-33.6513	-15.9224	-4.91149	-23.9899
1.59055	-45.0205	-43.7652	-46.3549	-40.2053	-32.7975	-16.7772	-4.47836	-23.2756
1.59054	-41.4168	-41.2542	-43.7229	-39.147	-32.7011	-17.8458	-4.17178	-22.2654
1.59053	-39.1204	-39.6053	-42.4919	-39.0385	-33.3464	-19.1846	-3.99594	-21.0244
1.59052	-37.6053	-38.6615	-42.2009	-39.7654	-34.8307	-20.8502	-3.9537	-19.6858
1.59052	-36.6459	-38.3085	-42.6015	-41.3456	-37.4707	-22.9005	-4.04725	-18.3699
1.59051	-36.1283	-38.4904	-43.3784	-43.7755	-42.2638	-25.3744	-4.27841	-17.1502
1.5905	-35.9908	-39.1929	-43.8447	-46.1626	-55.4056	-28.187	-4.64866	-16.0576
1.59049	-36.2009	-40.4248	-43.1544	-45.5544	-46.876	-30.7815	-5.15897	-15.0938
1.59048	-36.7446	-42.1652	-41.4646	-42.7775	-40.0095	-31.9707	-5.80915	-14.241
1.59047	-37.621	-44.1562	-39.611	-40.3899	-36.7696	-31.6436	-6.59671	-13.4695
1.59046	-38.8367	-45.4204	-38.0573	-38.8088	-35.0152	-31.0339	-7.51483	-12.742
1.59045	-40.3929	-44.8584	-36.9226	-37.9469	-34.1848	-30.8662	-8.54929	-12.0208
1.59044	-42.2446	-43.2471	-36.2096	-37.7202	-34.0756	-31.3504	-9.67407	-11.275
1.59043	-44.1757	-41.743	-35.8969	-38.0992	-34.6314	-32.5829	-10.8469	-10.4888
1.59042	-45.5829	-40.7201	-35.9639	-39.1069	-35.8988	-34.6916	-12.0082	-9.66464
1.59042	-45.7223	-40.2236	-36.3922	-40.8071	-38.0529	-37.7557	-13.0895	-8.82099
1.59041	-44.7458	-40.2421	-37.1549	-43.208	-41.5213	-40.5579	-14.0367	-7.98577
1.5904	-43.4218	-40.7802	-38.1888	-45.6456	-47.1575	-39.3468	-14.8391	-7.18876
1.59039	-42.1989	-41.8838	-39.34	-45.7784	-49.7375	-36.3682	-15.54	-6.4565
1.59038	-41.2054	-43.6693	-40.308	-43.6103	-44.1555	-34.1672	-16.2215	-5.81015
1.59037	-40.4574	-46.3973	-40.7448	-41.4942	-40.6597	-32.8724	-16.9762	-5.26541
1.59036	-39.9491	-50.6809	-40.5905	-40.1085	-38.7867	-32.3393	-17.89	-4.83346
1.59035	-39.679	-57.3498	-40.161	-39.4656	-37.9738	-32.4923	-19.039	-4.52222
1.59034	-39.6535	-55.4556	-39.8243	-39.5348	-38.0077	-33.345	-20.4965	-4.33741
1.59033	-39.8815	-49.9234	-39.8172	-40.3497	-38.8519	-35.0263	-22.3422	-4.28351
1.59032	-40.362	-46.6044	-40.2849	-42.0348	-40.595	-37.8955	-24.6682	-4.36431
1.59031	-41.0527	-44.4212	-41.3663	-44.7466	-43.3596	-43.0383	-27.5458	-4.5834
1.59031	-41.8032	-42.8441	-43.2888	-47.5939	-46.2344	-54.2465	-30.768	-4.94435
1.5903	-42.2701	-41.6172	-46.5658	-46.2421	-45.0907	-45.3021	-32.9485	-5.4507
1.59029	-42.0213	-40.6156	-52.7902	-42.5099	-41.6095	-39.6117	-32.5058	-6.10566
1.59028	-40.9845	-39.7936	-59.1384	-39.5662	-38.8741	-36.7695	-31.0543	-6.91131
1.59027	-39.5482	-39.1549	-49.5569	-37.5376	-37.052	-35.2923	-30.0177	-7.86696
1.59026	-38.1111	-38.7308	-44.9399	-36.2192	-35.9544	-34.7385	-29.6499	-8.96612
1.59025	-36.8752	-38.5664	-42.3399	-35.476	-35.4552	-34.9711	-29.9437	-10.1913
1.59024	-35.91	-38.7159	-40.8236	-35.2393	-35.4947	-36.0194	-30.9007	-11.5059
1.59023	-35.2301	-39.245	-40.0559	-35.4889	-36.0656	-38.1081	-32.5828	-12.8459
1.59022	-34.8329	-40.237	-39.8991	-36.2488	-37.2136	-41.9411	-35.1152	-14.118
1.59021	-34.7133	-41.7916	-40.3099	-37.5987	-39.061	-50.779	-38.4781	-15.2216
1.5902	-34.8687	-43.9366	-41.3133	-39.7153	-41.8837	-51.6996	-40.9034	-16.0989
1.5902	-35.3004	-46.0499	-43.0152	-42.9922	-46.3874	-42.1266	-39.3161	-16.7788
1.59019	-36.0141	-45.9008	-45.6702	-48.3964	-55.1014	-38.0448	-36.7132	-17.3669
1.59018	-37.0179	-43.3837	-49.9339	-54.4313	-55.901	-35.7489	-34.9359	-17.9952
1.59017	-38.318	-40.7744	-58.1785	-48.2929	-48.6673	-34.463	-34.0196	-18.7843
1.59016	-39.9064	-38.774	-60.8251	-44.0034	-45.78	-33.9127	-33.8452	-19.8369
1.59015	-41.733	-37.382	-52.6921	-41.708	-44.7964	-33.9984	-34.3664	-21.2538
1.59014	-43.6505	-36.5226	-49.4467	-40.5745	-45.1648	-34.717	-35.6317	-23.1636
1.59013	-45.3684	-36.1472	-48.1618	-40.292	-46.8387	-36.1543	-37.8332	-25.78
1.59012	-46.5776	-36.2432	-48.1858	-40.7651	-49.6277	-38.5174	-41.5029	-29.5558
1.59011	-47.2834	-36.8378	-49.4474	-42.026	-50.0792	-42.1378	-48.5373	-35.8181
1.5901	-47.8424	-38.0105	-52.2075	-44.2098	-46.0839	-45.9503	-56.4954	-47.2321
1.59009	-48.636	-39.9275	-56.0922	-47.3454	-42.3793	-43.7485	-45.5325	-36.9594
1.59009	-49.8857	-42.9135	-54.2552	-49.4355	-39.7631	-39.7845	-41.3766	-32.2662
1.59008	-51.5658	-47.33	-49.3926	-46.9791	-37.9981	-37.0981	-39.3931	-30.0265
1.59007	-53.0246	-49.3795	-46.0027	-43.6893	-36.9028	-35.4334	-38.6345	-29.0039
1.59006	-52.8723	-44.9855	-43.7894	-41.332	-36.3835	-34.5211	-38.8265	-28.8052
1.59005	-51.1984	-41.315	-42.4116	-39.8244	-36.4107	-34.226	-39.9501	-29.2912
1.59004	-49.4074	-38.9463	-41.6973	-38.9941	-37.013	-34.4997	-42.1837	-30.4487
1.59003	-48.1321	-37.4629	-41.5742	-38.7427	-38.2965	-35.3624	-45.8507	-32.3763
1.59002	-47.4817	-36.6317	-42.0374	-39.0337	-40.5196	-36.9168	-49.1489	-35.3489
1.59001	-47.4516	-36.3375	-43.1465	-39.8801	-44.3764	-39.42	-45.8964	-40.0334
1.59	-48.0233	-36.53	-45.0457	-41.3431	-52.8813	-43.5597	-41.9817	-46.7226
1.58999	-49.1219	-37.201	-47.9838	-43.5179	-55.5498	-52.1686	-39.4727	-43.6635
1.58999	-50.3831	-38.3712	-51.8698	-46.3591	-45.2971	-54.5131	-38.0244	-39.0002
1.58998	-50.776	-40.0694	-52.7611	-48.6153	-41.112	-45.2955	-37.4021	-36.5005
1.58997	-49.5242	-42.2346	-49.2685	-47.6687	-38.7749	-41.5523	-37.5242	-35.2465
1.58996	-47.5059	-44.3309	-46.3559	-45.1904	-37.4641	-39.6585	-38.4315	-34.8088
1.58995	-45.6612	-44.9313	-44.5959	-43.2056	-36.896	-38.8484	-40.3203	-34.9592
1.58994	-44.2739	-43.6906	-43.7683	-41.9718	-36.9701	-38.8843	-43.6767	-35.5059
1.58993	-43.3633	-42.066	-43.7656	-41.4107	-37.6861	-39.742	-48.9289	-36.1828
1.58992	-42.891	-40.8583	-44.6262	-41.4607	-39.1334	-41.5815	-47.6067	-36.6096
1.58991	-42.8067	-40.2133	-46.5818	-42.118	-41.5109	-44.9007	-42.0786	-36.4866
1.5899	-43.0458	-40.1199	-50.2501	-43.4506	-44.9968	-51.0488	-38.5175	-35.8965
1.58989	-43.504	-40.5516	-55.8418	-45.6429	-47.5586	-52.8934	-36.2437	-35.1877
1.58988	-44.0078	-41.4739	-52.0835	-49.1372	-44.6974	-45.7341	-34.8091	-34.6502
1.58988	-44.3268	-42.7752	-46.5181	-55.0239	-41.0798	-41.6871	-34.0044	-34.4305
1.58987	-44.2978	-44.0716	-43.0558	-59.3436	-38.5549	-39.2806	-33.7323	-34.5816
1.58986	-43.9747	-44.5541	-40.8161	-52.9229	-36.9182	-37.8423	-33.9589	-35.0985
1.58985	-43.588	-43.7731	-39.3819	-49.1225	-35.9556	-37.0983	-34.6975	-35.9018
1.58984	-43.3817	-42.3773	-38.5647	-47.1347	-35.551	-36.9288	-36.0112	-36.7631
1.58983	-43.5388	-41.0827	-38.2811	-46.2383	-35.6558	-37.2931	-38.0279	-37.2461
1.58982	-44.1999	-40.1659	-38.5106	-46.1461	-36.2729	-38.2074	-40.9358	-36.9657
1.58981	-45.4894	-39.6808	-39.2878	-46.7294	-37.4613	-39.7507	-44.5469	-36.0567
1.5898	-47.4293	-39.6131	-40.7201	-47.8943	-39.3686	-42.0998	-45.7112	-34.9889
1.58979	-49.2478	-39.9209	-43.0567	-49.4255	-42.3418	-45.6097	-42.8691	-34.1075
1.58978	-48.4981	-40.5203	-46.9263	-50.7103	-47.3883	-50.6787	-40.1286	-33.5674
1.58977	-45.5701	-41.2359	-54.4033	-50.8814	-60.8741	-52.857	-38.3436	-33.4323
